Age,Income,Purchased
31.907876241487855,40179.95483106462,0
38.31263431403564,37009.0640055296,0
44.75545127122359,47502.60340737423,1
30.2082576215471,70070.88168425145,0
33.14341023336183,95051.05875696645,0
23.936650259939718,84104.55444766014,0
23.037933759193294,50542.10891921377,1
43.125258223941984,188415.85661270173,0
48.56240028570823,96452.94194680318,1
34.27989878419666,72354.66599847528,1
45.03532897892024,78592.27550104205,0
38.61636025047634,59939.15639166727,1
28.548802453948756,42303.21769254297,1
38.61395605508414,53372.8093861525,1
50.38036566465969,103025.94136153483,0
34.64173960890049,27207.425013193988,0
50.64643655814006,33802.50258666725,1
8.802548959102555,28276.254492105825,0
43.21902504375224,31540.258926975504,1
35.870470682381715,128145.23619237485,1
32.009926495341325,93816.74468922647,1
35.91760776535502,62287.41928148417,0
15.124310853991073,38405.07701353324,0
32.80328112162488,61065.695373431874,1
38.57112571511746,58665.75172600825,1
49.77894044741516,39398.64024221801,0
29.817297817263526,59213.0874629948,1
26.915063971068122,55351.44123297215,1
29.982429564154636,73701.23744557698,0
44.15402117702074,80227.48672302002,0
38.287511096596845,29709.17720001703,0
29.702397962329613,54808.54533041316,0
40.13267433113356,79889.44623133013,0
35.9707754934804,63092.21305773478,1
44.68644990532889,126039.73882409855,0
27.979469061226474,81630.31115897199,0
31.723378534022316,38767.285243819024,0
31.078918468678424,35569.40645381452,0
20.364850518678814,79448.25526277347,1
37.96120277064576,32351.54666440541,0
37.610552721798896,73006.85365361966,0
35.05113456642461,169277.0271048329,1
32.65412866624853,72625.0615589681,0
20.84629257949586,52494.549966356615,0
30.79354677234641,80434.05928155474,0
31.572854834732304,58252.042917376864,0
26.97722730778381,73370.1682946488,0
33.387142883339905,171976.8844155934,0
39.040508568145384,52996.92535152419,0
53.8618590121053,192882.55289680616,1
36.74577812831839,147654.15308911432,0
37.57550390722764,40452.873847956056,0
34.25554084233833,34822.5411652447,1
15.812287847009586,36826.28219417612,0
34.73486124550783,29858.492097140628,1
35.60230209941027,33808.614101498344,0
59.63242112485286,86893.64023455507,1
33.076390352188774,29088.639017850182,0
38.015473423336125,46177.477290346316,0
34.65288230294757,125910.0505397529,0
23.313219623804677,34467.28558603814,1
46.42822814515021,113728.45323018517,0
42.519330326867745,47707.287268093,0
42.910319470430466,36910.00630054246,0
25.90612545205261,95815.53203890614,1
49.02794310936099,81809.10864453016,0
20.981489372077192,134714.9555213858,1
40.868570938002705,94503.59805701918,0
56.90455625809979,108136.89765918377,0
25.094636748693116,46973.62038707137,0
29.33702270397228,38253.96331145374,0
35.99651365087641,96593.3123810759,0
29.965243458838007,110917.31339368594,0
19.493365689338674,260687.1484997827,1
35.68562974806027,59978.25097777537,0
24.37696286273895,55025.475111985535,0
39.73592430635182,104881.77988454611,0
25.80575765766197,53796.57182431771,0
50.499344050175395,163661.63283526155,0
27.167467076637628,126019.38945565592,0
31.779384837943244,61064.028626647305,0
43.135172173696695,100567.05591214237,1
22.69135683566045,98157.15703409794,1
37.27459934604129,35061.198584168684,0
48.07142754282428,144671.04753661208,0
18.925167654387725,62419.775025909046,1
36.84633858532304,119418.98297122978,0
37.598827942484235,53105.60458916568,0
42.8182287177731,140142.39057965804,0
22.63049289121918,55775.3611763897,1
21.795433869157236,29243.55519251512,1
40.21941565616898,146921.1140805933,0
37.96984673233186,33601.49267894602,0
37.504928503458764,47504.70012989232,0
38.46448209496975,179945.66241530393,1
28.199752784215093,178735.5767723774,0
37.322536971610035,73140.77820432287,0
37.93072473298681,79861.02780062797,1
27.85648581973632,59272.83708741006,0
53.65774511144757,45536.011613226656,1
39.73832920911788,48770.77406638282,0
23.086965027973513,87326.96144807682,0
41.5655360863383,100793.72805840262,0
25.253183297726785,106454.66032146032,1
42.87084603742452,108140.21620329554,1
46.58595579007404,36284.62157375955,1
26.793176816482895,60763.66926642505,0
44.63376129244322,34050.80570719676,1
39.12780926936498,68547.81826687796,0
43.2206015999449,60268.9610865505,0
53.967929826539475,137804.41489795502,1
32.54611883997129,47999.81677206522,0
27.462638356425103,32970.21400185621,0
26.104855703744768,37811.55262042874,0
26.841897150345616,102190.97235739765,0
34.228982905858956,76336.65073719293,0
38.41151974816644,36607.62052982402,0
37.766907993300194,31069.735958892335,0
43.27183249036024,90228.26398536035,1
35.13001891877907,31355.272076764944,1
49.53534077157317,114955.62047482474,0
32.35343166762044,91344.78499913307,0
62.20169166589619,32521.6107984477,0
41.25667347765006,33663.58230043069,0
26.428424435837172,247785.5137213335,0
24.291075019388877,52288.09538856818,1
39.824724152431855,54824.14724789591,0
32.76537214674149,111519.35645481861,0
42.14000494092092,178167.83525399276,0
39.73237624573545,246321.834221415,0
34.271710873431275,95051.67250556251,1
26.53206281931595,52007.25947001533,1
19.851527753141355,35513.84393925894,0
30.53485047932979,104656.0362506453,1
43.56398794323472,71610.31212481725,0
37.14093744130204,56393.68589181705,1
22.54261221288012,148585.06334885032,1
36.73180925851182,35582.65592780986,0
38.85317379728837,66260.81959196733,0
26.16142563798867,31079.771158229512,0
90.0,62292.92380329671,0
5.0,32073.767621051356,1
3.0,35349.33734841357,0
